Id,SalePrice
1461,123452.14380457971
1462,172270.14987251456
1463,178981.0736245115
1464,197906.39882982755
1465,201624.79845622947
1466,170937.75247144068
1467,180642.24198992393
1468,162150.1525253275
1469,187740.43875665354
1470,119784.6033371766
1471,183560.9642498612
1472,99371.30363503486
1473,95487.41894540642
1474,145895.61243411174
1475,114788.09241101492
1476,361909.08238907944
1477,257837.49654406405
1478,289605.49920123705
1479,283570.56693124806
1480,527182.3529241483
1481,328416.16594353877
1482,204869.4534519855
1483,175020.02348069372
1484,164784.6961867993
1485,182422.87900145445
1486,190873.319122168
1487,336648.41141780146
1488,229474.82823826472
1489,195621.91605357995
1490,241893.80073229407
1491,195196.699114363
1492,93619.56531009442
1493,159276.23345744197
1494,294402.00120825996
1495,285913.944640443
1496,232507.2203164054
1497,182252.3825007484
1498,193231.0596708357
1499,160806.56834460702
1500,155060.74627054634
1501,181526.72797711584
1502,153039.34442964284
1503,287428.201657949
1504,243257.39402635544
1505,228815.8372142283
1506,185828.5326318307
1507,262007.44338672698
1508,198631.88692869438
1509,156354.47967137146
1510,144248.40285543026
1511,173438.13495954583
1512,176339.85305822283
1513,139963.7061488843
1514,167780.44843672533
1515,196387.1187482765
1516,149036.34450280742
1517,162207.4978362543
1518,131070.00869301528
1519,214696.802139627
1520,128288.92276784759
1521,133002.02663274543
1522,177699.86833141433
1523,113090.88542749114
1524,121890.84355882356
1525,122143.10398934131
1526,111396.57906241558
1527,109500.4594679808
1528,137458.723235
1529,157618.6419612456
1530,188363.96444316197
1531,111156.14916733926
1532,95247.85444563733
1533,148928.06747210652
1534,131570.78899459026
1535,140317.55755351592
1536,105653.40444762881
1537,62469.55900519216
1538,139533.7976750881
1539,196957.06712745296
1540,81836.45290710824
1541,131481.48353707325
1542,151063.60432657538
1543,184311.54783962548
1544,90490.2768022075
1545,116307.70320215402
1546,140210.02965562313
1547,136630.167171634
1548,139128.02020588747
1549,126017.34557283076
1550,133166.57580981476
1551,108478.38452087206
1552,135657.1864115367
1553,133912.96228441893
1554,117099.31867561633
1555,163618.6425063196
1556,93134.1850765356
1557,109805.35841825529
1558,105696.00065109003
1559,54399.216773016706
1560,134237.29559914843
