Id,SalePrice
1461,126189.21678131288
1462,156681.62188851595
1463,187366.99211947955
1464,190674.98243802745
1465,185540.6719528656
1466,181589.7326496352
1467,171132.18777194244
1468,171596.58585818633
1469,175565.4805463205
1470,122330.00895900214
1471,202502.43929227663
1472,93722.36301998144
1473,98093.08067884279
1474,151149.63750821535
1475,121247.87394406933
1476,381141.4174480354
1477,254989.39002154654
1478,291417.6520425205
1479,275438.6945365291
1480,496207.61421327194
1481,318888.8441906241
1482,200825.01666493554
1483,176411.32215859488
1484,167775.73611443472
1485,177298.2494815997
1486,194960.50978144477
1487,300854.6638232848
1488,231917.43028423766
1489,201354.2033062855
1490,224691.94212428396
1491,188193.68464248526
1492,100658.46576932244
1493,188695.73006926078
1494,286825.74745901674
1495,276830.29069365805
1496,242556.9190361864
1497,179397.24602895742
1498,159913.6559429277
1499,156933.60781892992
1500,158217.07989612815
1501,167219.04351416946
1502,155601.4998161079
1503,286635.06017253676
1504,225685.78570026666
1505,227804.8481507079
1506,181932.18645179362
1507,259460.12348667686
1508,206392.70420873456
1509,158633.1843442099
1510,150446.7759478703
1511,148067.21944631403
1512,178783.6068955246
1513,148698.99588537
1514,159180.9727070135
1515,203894.78826496555
1516,148092.37266418044
1517,158784.8055736304
1518,135525.16275473536
1519,228390.03572984415
1520,136640.3853278333
1521,138175.95206823412
1522,165930.29201328545
1523,119038.27428446863
1524,122960.01006217345
1525,127144.14943720131
1526,124560.63143695901
1527,108019.50052575296
1528,122264.96098653403
1529,146315.52579396393
1530,170397.43083554282
1531,118311.61281993713
1532,95822.90331876853
1533,145300.71398659397
1534,120843.26714755814
1535,147656.11067377104
1536,112623.18486776475
1537,77899.70088452277
1538,143640.65884795832
1539,186552.74339519325
1540,103819.39941477869
1541,143997.23772359267
1542,137116.10218292515
1543,187783.17021149665
1544,81015.84605550254
1545,103608.89425192104
1546,126737.51219032447
1547,131023.8424219921
1548,124913.52551148484
1549,111662.18044439433
1550,138059.10636389197
1551,114885.74302705924
1552,130165.90869468155
1553,131641.638734148
1554,116913.48320647168
1555,172121.5241404658
1556,87580.8326989687
1557,109039.38546617258
1558,95179.99684946937
1559,88788.6546384143
1560,138145.09045895864
1561,157298.17368929766
1562,128870.3058977602
1563,118549.95131765911
1564,161919.42189210787
1565,156037.6627539229
1566,238811.03233313616
1567,83160.13211897433
1568,238381.86642550083
1569,141010.42447000058
1570,138619.17629063808
1571,121284.49414062104
1572,148194.02896926686
1573,234837.39313506233
1574,113803.20568810806
1575,222915.2747089333
1576,227945.50467443973
1577,194088.66360446857
1578,150398.98435785287
1579,146663.93194292512
1580,189256.797115245
1581,143592.59374118896
1582,128149.97865463997
1583,321087.4779616789
1584,242361.47700680234
1585,144058.35093050008
1586,73873.69739011541
1587,103420.71872289847
1588,145301.7671927278
1589,99847.75925367454
1590,137424.18259422376
1591,102809.74130123851
1592,128929.40294727088
1593,118553.71192647475
1594,123120.66339346401
1595,117609.17507886728
1596,242051.52814067234
1597,171917.22240250834
1598,195682.3850769889
1599,165515.64572600726
1600,178192.64819360775
1601,69727.72528963975
1602,118083.68404976053
1603,78010.61934498223
1604,275204.5540216336
1605,245382.48024802984
1606,172441.06359646062
1607,161685.33100962164
1608,215198.89899058305
1609,186510.76170174958
1610,160644.6425148834
1611,141159.5283293087
1612,179968.58598589906
1613,173347.70647626184
1614,118885.80936254177
1615,82125.39287837481
1616,73166.19683362244
1617,90358.60631548736
1618,122530.98636395292
1619,134279.33402256606
